Feature_ID	mz	rt
202	146.9595497	0.33217193
203	146.9814286	0.592224628
204	147.0282835	0.61858841
205	147.0283196	0.91165563
206	147.0647186	1.89821345
207	148.9481858	0.389996203
208	148.9784407	0.593101437
209	149.0261056	2.195708
210	149.0440075	0.46565573
211	149.9931016	5.1644816
212	150.8851613	0.4480688
213	151.0245916	0.75630471
214	151.0384812	2.5062217
215	152.8822207	0.448633713
216	153.8671069	0.524664247
217	154.0606289	0.409642083
218	154.8791876	0.455401117
219	154.8969348	0.49522936
220	154.9267271	0.46825676
221	155.0100441	0.52168115
222	155.0447189	0.468464387
223	156.8939997	0.496300625
224	156.9237455	0.47165043
225	157.0102942	0.368701913
226	158.0807313	2.223799433
227	158.9239195	2.721348533
228	158.9771641	0.332505237
229	159.0647864	2.3309982
230	159.1011786	2.860808683
231	159.9780102	0.33252996
232	160.0237347	0.533498217
233	160.0600024	0.70690943
234	160.8405985	0.508840283
235	160.9139988	0.398007887
236	160.9339033	4.935399717
237	160.9339057	2.430348433
238	160.9746225	0.33252996
239	161.0440809	0.408694598
240	162.8377025	0.49601926
241	162.9110553	0.39816943
242	162.9763825	0.457042017
243	163.0386171	2.677822033
244	163.0596212	2.169430467
245	164.0104727	0.68842702
246	164.0337754	2.117394833
247	164.0371569	0.607870223
248	164.0701943	1.9891291
249	164.8346514	0.489897512
250	164.90795	0.397627955
251	164.9258902	0.38120221
252	164.9555355	0.379421657
253	165.0178557	2.403278167
254	165.03903	0.434810155
255	165.0543118	2.586490567
256	166.0077196	0.685924333
257	166.0374049	0.45683588
258	166.0575844	2.57986795
259	166.8590479	0.4480688
260	166.9229329	0.384537913
261	167.0196692	0.611549253
262	168.0228758	0.609668415
263	168.8561383	0.450365233
264	168.9881265	5.220582867
265	168.9881718	5.764715233
266	169.1219872	3.2343456
267	169.9902955	2.369398817
268	170.9007103	0.470672783
269	170.9429649	0.386273032
270	171.0648069	2.519951333
271	172.0965396	2.465118833
272	172.8411122	0.513921648
273	172.9399265	0.384500667
274	172.9900557	5.1168111
275	172.9901909	2.550980083
276	172.9900206	2.792499467
277	173.0077869	1.458666967
278	173.007837	1.8882407
279	173.0554197	0.581449017
280	173.0804872	2.502318667
281	174.011007	1.855288217
282	174.0394242	0.590199282
283	174.8381901	0.519197742
284	174.9548348	0.080062281
285	174.954807	0.330832885
286	174.9547975	2.784330033
287	174.9765538	0.856674095
288	175.012869	2.171770167
289	175.0234629	0.912607563
290	175.0236246	0.585330477
291	175.0598479	2.286551267
292	175.958024	0.324023593
293	176.8879843	0.398921913
294	176.9586468	0.32279385
295	177.009975	2.1587807
296	177.0213344	1.8193112
297	177.0391412	0.473347503
298	177.0753716	2.4731739
299	178.0496573	2.3885756
300	178.9476111	0.32303537
301	179.0548444	0.41484443
302	179.0529581	2.385952167
303	180.0581397	0.40997501
304	180.9718829	0.3666049
305	180.9719008	0.080313348
306	180.9717696	3.608306883
307	181.0493264	2.1911728
308	181.9750469	0.361777217
309	182.0445576	1.768692617
310	182.0525719	2.196271667
311	182.9872297	2.813973
312	183.0144522	0.586920083
313	183.0261418	2.048594233
314	183.1012667	3.080294017
315	183.137705	3.2525099
316	185.0209349	0.446781787
317	185.0418772	2.1669769
318	185.1170152	3.253313
319	185.992609	0.68767011
320	186.0442654	0.59428655
321	186.0505424	2.164858167
322	186.1122682	2.423460033
323	186.1203721	3.253082133
324	186.9169063	0.386909232
325	187.0001028	0.59895547
326	187.0058512	5.047412533
327	187.0056459	3.187168033
328	187.0130799	2.529644467
329	187.0235742	2.032029867
330	187.040659	0.59129285
331	187.0598922	2.178766517
332	187.0962704	2.6728426
333	187.107535	1.9176604
334	187.1326996	3.395908033
335	187.9896836	0.685924317
336	188.0439742	0.595117645
337	188.0551152	0.776800517
338	188.091553	2.304194833
339	188.9502688	3.205317633
340	188.9850403	2.509731467
341	189.0392434	0.862057827
342	189.1118679	2.636746567
343	190.0166959	0.547588503
344	190.9273163	0.070685787
345	190.9272962	0.274904033
346	190.9715442	0.533368893
347	191.0185125	1.8875589
348	191.0186205	0.659735887
349	191.9279212	0.230870955
350	192.0218589	0.669879027
351	193.0226393	0.675408043
352	193.0341492	0.45603733
353	193.8142539	0.503984667
354	194.044627	2.124119633
355	194.0809343	3.635241183
356	194.9451425	0.49597975
357	195.0498434	0.438242013
358	195.8097806	0.61166719
359	196.0732261	0.437200595
360	196.9457586	0.369283497
361	197.0209705	0.474967897
362	197.0419003	2.539529767
363	197.0806999	2.606298017
364	197.8068165	0.60413023
365	199.0058109	5.012281867
366	199.0056529	3.396061817
367	199.0058378	3.137313533
368	199.0181161	0.481969017
369	199.0367134	0.46995285
370	199.0575325	2.469222567
371	199.0963232	2.754083267
372	199.8038634	0.579287815
373	199.976928	2.188593267
374	200.039914	0.465415622
375	201.0213877	5.121414467
376	201.0212776	3.473331483
377	201.0337379	0.466393822
378	201.1119473	2.829536
379	201.1232263	1.864141933
380	201.8007736	0.547556517
381	202.1072537	2.495440633
382	202.9964708	0.60413023
383	203.0549572	1.8908394
384	203.06612	0.464036343
385	204.0033791	0.43329576
386	204.0654569	2.608813483
387	204.9556018	0.246058383
388	204.9935014	0.618313867
389	205.034303	0.8707648
390	205.0341476	1.892079483
391	205.8385114	0.484183647
392	205.9405047	3.3673705
393	205.9650487	4.783771267
394	206.0005469	0.442982222
395	207.8356055	0.49601926
396	207.9300895	0.265603797
397	207.9301383	0.070328748
398	208.8441379	0.443697297
399	208.9523295	0.599500765
400	209.0655663	0.474382852
401	209.0784414	2.67126265
402	209.8325759	0.463778538
403	210.8412326	0.443486613
404	212.0012108	2.9220385
405	212.8382987	0.446233663
406	212.8857207	0.46358943
407	212.9783411	5.217753933
408	212.9783726	5.75716875
409	213.0159902	0.43757921
410	213.0142879	5.131186883
411	213.0141394	3.206102267
412	213.1121731	3.233485033
413	213.1484643	3.487812567
414	213.9928148	2.475712167
415	214.1155438	3.234245833
416	214.8827578	0.465890737
417	215.031857	0.431777848
418	215.0663361	0.47589891
419	215.0722107	0.96384229
420	215.0913688	2.419556167
421	215.1277588	2.983796233
422	215.1642144	3.6540388
423	215.8851285	0.605041068
424	216.0351676	0.42879506
425	216.0696513	0.476081597
426	216.9359449	0.40922801
427	216.9800219	2.201100033
428	217.0288912	0.432896943
429	217.015166	0.756825547
430	217.0471537	0.431323722
431	217.0818418	0.481392792
432	217.1070868	2.448081483
433	217.1183862	2.022680867
434	218.0321072	0.428581323
435	218.1023849	2.061266267
436	218.873051	0.404543337
437	219.0332937	0.4323924
438	220.8701219	0.405640413
439	220.9403392	5.087297683
440	221.0112943	0.598133132
441	221.0808873	3.243456133
442	221.1536237	3.444861967
443	222.0278018	1.964518183
444	222.8671719	0.400119143
445	222.8849657	0.48403606
446	222.9147312	0.394162293
447	222.9373175	5.0020927
448	224.091914	3.644784033
449	224.818223	0.441147207
450	224.8819858	0.47294637
451	224.9786969	0.607475737
452	225.0607396	0.408788697
453	225.0508076	2.303589317
454	225.112221	2.945963617
455	225.9853815	0.428129583
456	226.0111776	0.687812833
457	226.0640078	0.4086897
458	226.8152844	0.446865827
459	226.917311	0.256296433
460	226.965155	0.348130645
461	226.975719	0.608583963
462	227.089131	2.858964833
463	227.1027411	2.1673706
464	227.1279791	3.041195667
465	227.9658105	0.345023717
466	228.8123797	0.443872785
467	228.8598019	0.465703742
468	228.9020706	0.389085933
469	228.9626416	0.342803247
470	228.9931046	2.809756
471	229.1072976	2.499678267
472	229.1436077	3.12806135
473	229.1549122	2.153186
474	230.0121491	2.12560525
475	230.0661066	1.971453333
476	230.1106331	2.499678267
477	230.857112	0.464060088
478	230.8991446	0.388944337
479	230.9959617	3.017907483
480	230.9960121	5.107554833
481	231.1228707	2.793178483
482	231.930701	4.95492935
483	232.0566893	1.969034633
484	232.8961195	0.388368533
485	232.9138617	0.380809547
486	232.9435147	0.369621588
487	233.0422786	2.587115867
488	233.0601242	1.978889183
489	233.1538434	4.008463
490	234.847177	0.398509985
491	234.8679676	0.44522291
492	235.0075854	0.605045355
493	235.9253773	0.157207312
494	236.0919457	2.5797642
495	236.1044274	3.444874167
496	236.8442282	0.396492315
497	237.0485861	0.472473647
498	237.0907199	0.410369713
499	238.0940026	0.41623141
500	238.8908725	2.758405
501	238.9310215	0.380428698
502	239.0664976	3.951001567
503	239.0917169	3.119458767
504	239.1279912	3.598504067
505	239.1644686	3.6738193
506	240.09502	3.1199242
507	240.7922227	0.446435975
508	240.928009	0.380449913
509	240.9527252	0.608263273
510	241.118455	2.3794962
511	241.1437355	3.166548933
512	241.1801553	3.873686333
513	242.0509006	0.44528613
514	242.1753702	3.003501033
515	242.7894038	0.447410197
516	242.9428592	0.089879682
517	242.9429076	0.333141837
518	243.0614233	0.584099693
519	243.1035898	2.154691517
520	243.1341225	2.4410052
521	243.1230842	2.717060267
522	243.1593653	3.268163783
523	243.1706394	2.307603233
524	243.1957855	4.0276297
525	243.9460948	0.332105477
526	243.9674592	0.59533316
527	244.8760893	0.388807612
528	245.0427012	0.447410197
529	245.1135007	1.967727483
530	245.1386895	3.119503733
531	245.1386243	2.64326735
532	246.0376472	2.385305833
533	246.8733141	0.388368533
534	247.0127785	2.159012033
535	248.8628881	0.46475118
536	248.9598268	0.360764083
537	248.959883	3.615930633
538	248.9598977	4.103817817
539	248.9726571	5.0884822
540	248.9775615	0.665587567
541	248.9725847	5.807708933
542	248.993775	5.069037867
543	248.993771	5.364214117
544	249.0373537	2.1895825
545	249.0761202	2.980109333
546	249.1489312	4.260741383
547	249.9631308	0.3613524
548	249.9755196	5.050533833
549	250.1441417	4.2154017
550	250.8598308	0.479577272
551	250.9639522	0.36126403
552	250.9748039	0.651674648
553	251.1030811	2.116289467
554	251.1259336	3.160660467
555	253.0298084	2.171937717
556	253.0823836	3.798191367
557	253.1050284	3.2528023
558	253.1437865	3.2152143
559	254.0793548	2.062803583
560	254.0856575	3.798108433
561	254.9050124	0.38083976
562	254.9254536	0.369165783
563	255.0867483	2.5517292
564	255.1206889	3.272228617
565	255.1594854	3.319407583
566	256.0586999	0.445240588
567	256.0901865	2.548785717
568	256.9021291	0.380321758
569	257.0157661	0.610913463
570	257.0448558	3.070790533
571	257.0999863	2.1612902
572	257.1389136	2.858537367
573	257.1751734	3.418481
574	257.2115138	4.324862
575	258.0482152	3.072726517
576	258.0558019	0.446572417
577	258.0744664	0.47946283
578	258.1784913	3.4153571
579	258.9153152	0.275112923
580	258.9152779	0.070851055
581	258.981565	0.472076357
582	259.0130274	2.536106467
583	259.0065037	0.668968897
584	259.1181642	2.38782245
585	259.1293122	2.159380883
586	259.908778	0.17731831
587	260.8502254	0.388163242
588	260.9795676	0.473207417
589	261.028679	2.46828015
590	261.0723528	0.565210977
591	261.12745	2.291452833
592	261.7690688	3.854561333
593	263.1031845	2.3504078
594	264.0872151	2.498086733
595	264.1064339	2.351224033
596	264.9339515	0.365731362
597	264.9881965	0.613692367
598	265.0300293	2.5315224
599	265.1440311	3.281541367
600	265.1474511	5.4022874
601	265.9373175	0.360905043
602	266.803403	0.437609627
603	266.9319273	0.360819878
604	266.9458439	0.613121137
605	267.0456875	2.4803481
606	267.0729424	1.872527417
607	267.0979464	1.882014
608	267.1232814	3.444800833
609	267.1959398	3.950864583
610	268.1265869	3.444637917
611	268.8004676	0.437618053
612	269.0773856	3.425224467
613	269.0717806	2.2680876
614	269.0872789	0.415061513
615	269.1388716	2.861106567
616	269.1753057	3.434664167
617	269.2116468	4.1534365
618	270.0807564	3.425224467
619	270.7974737	0.437349445
620	270.8449375	0.455725973
621	270.879042	0.380953178
622	270.959779	0.66163621
623	271.060588	3.501220967
624	271.0695402	2.152889567
625	271.1545977	3.003005833
626	271.1910215	3.558652733
627	271.2274107	4.498642433
628	271.9990485	2.1719657
629	272.0534843	2.608490567
630	272.2306897	4.498634867
631	272.79456	0.43712079
632	272.8122973	0.491865797
633	272.8420184	0.456238365
634	272.9584722	0.329084488
635	272.9908875	0.431555073
636	273.1339412	3.2525099
637	274.8390507	0.454972345
638	274.8866283	0.47313246
639	274.9879709	0.428494167
640	275.1033283	2.446524333
641	275.1132234	3.002982433
642	276.8321267	0.39948482
643	277.0323147	0.428746133
644	277.095333	2.380731467
645	277.1438475	3.874495983
646	277.1417518	3.301642133
647	277.1551964	2.384057583
648	278.8292223	0.399341063
649	279.0385742	0.849213783
650	279.0981809	2.0182832
651	279.147468	2.304778333
652	279.2323362	4.682761867
653	280.8262263	0.398701987
654	280.8736629	0.440156192
655	280.9147615	5.377840367
656	280.9078391	0.37056443
657	280.914841	5.0027861
658	281.0351905	0.846810717
659	281.0539523	0.579995463
660	281.1001323	3.233487783
661	281.1364289	3.482900933
662	281.2479612	4.976064133
663	281.9554783	0.454554368
664	282.7771881	0.437095688
665	282.8232336	0.398312003
666	282.8409345	0.460627227
667	282.870901	0.432264313
668	282.937588	0.608112373
669	283.0541506	0.55996893
670	283.067951	1.954929567
671	283.1179788	2.7347203
672	283.1521232	3.649421433
673	283.1909028	3.587070983
674	283.9445843	0.42737731
675	284.2225684	4.104307683
676	284.7742918	0.437349445
677	284.9241405	0.379935697
678	285.2065328	3.721283833
679	285.2429533	4.688412317
680	286.2099757	3.721300233
681	286.7715046	0.437349445
682	286.8187474	0.459142213
683	286.8610699	0.389285373
684	286.9214917	0.379138622
685	286.9791732	0.610913463
686	288.7685886	0.431163297
687	288.8160527	0.456435322
688	288.8581736	0.388944337
689	288.9361032	0.331477382
690	288.9649115	0.437924255
691	288.9973793	0.502512693
692	289.0371207	0.6755478
693	290.0876288	2.690823367
694	290.8551632	0.389166497
695	290.8729911	0.388259533
696	290.9027389	0.380407483
697	290.9336568	0.331078243
698	291.0657798	3.530001583
699	291.0831176	0.95517521
700	291.0830181	2.485856233
701	291.0831383	1.427304533
702	291.0830176	1.783540567
703	291.0830201	2.007445883
704	291.0831176	2.734202267
705	291.083119	0.521990682
706	291.1344888	2.243046917
707	292.0718925	0.43034663
708	292.0863279	1.7931774
709	292.0863808	1.0045091
710	292.0864697	0.523331497
711	292.1296981	2.136733583
712	292.8061663	0.39830473
713	292.8699851	0.388468357
714	293.048492	0.404568732
715	293.1138419	2.2132451
716	293.1387624	3.1760325
717	293.1754787	3.444029083
718	293.2116547	4.1042753
719	294.0549307	2.753855717
720	294.0687334	0.432307913
721	294.1787028	3.444029083
722	294.8030952	0.39820302
723	294.9527578	0.351763537
724	295.0073255	0.475771347
725	295.049405	0.419323087
726	295.1156358	3.253322
727	295.1905763	3.5313843
728	295.2272792	3.94147415
729	296.2305348	3.942502867
730	296.8002299	0.397638617
731	296.8898164	0.38555281
732	296.9503361	0.351431573
733	297.0464977	0.41879036
734	297.0951253	2.510688067
735	297.2427885	4.468526367
736	297.2429038	4.0372203
737	297.8932127	0.37941163
738	298.2461695	4.45995925
739	298.7510645	0.44190896
740	298.8868034	0.385344497
741	299.0797893	2.350459133
742	299.2584987	4.888693033
743	299.2585618	4.2485818
744	300.029965	2.16756265
745	300.0443284	1.974420467
746	300.2618688	4.888827633
747	300.7481422	0.441058223
748	300.8837806	0.384468663
749	300.9016449	0.37894841
750	300.9314096	0.369947303
751	301.0300505	2.583463867
752	301.0419675	0.596865072
753	302.7454554	0.440517297
754	302.8349212	0.388944337
755	302.8987338	0.379848927
756	303.0829532	1.956642933
757	303.2322815	4.612799817
758	304.8320508	0.389015135
759	304.9134802	0.32301456
760	305.0783656	0.400329933
761	305.175197	3.460081167
762	305.9167617	0.322967497
763	306.8291232	0.389166497
764	306.9187998	0.378452322
765	307.0793456	3.119308667
766	307.1181118	3.0908161
767	307.1294205	3.328453267
768	307.1907717	3.629108483
769	307.9219629	0.377562547
770	308.0982486	0.470672783
771	308.780135	0.3959275
772	308.9063626	0.323247332
773	308.9156507	0.379826947
774	309.1701689	3.539262717
775	309.1679063	3.874295567
776	309.2065819	3.7214359
777	310.210039	3.72113705
778	310.9305044	0.350487923
779	310.9304286	0.080313348
780	310.9811652	0.487399612
781	311.0235995	0.41656508
782	311.1396037	2.4347665
783	311.1583973	2.31286515
784	311.2223474	3.863648733
785	312.225652	3.864438883
786	312.2539255	4.4397967
787	312.8638048	0.386575245
788	313.0421957	0.597354813
789	313.065073	0.515732747
790	313.0650151	1.8403727
791	313.0649174	0.75361291
792	313.0650775	1.2836411
793	313.0647876	2.772192567
794	313.0647872	2.441096967
795	313.1188241	2.984023417
796	313.2379041	4.960760167
797	313.2379395	4.026606567
798	313.2379339	3.613008567
799	314.068207	0.51116334
800	314.2413295	4.0275439
801	314.8609969	0.382111363
802	315.0005189	2.171909733
803	315.0409722	0.474710517
804	315.0581457	0.597733893
805	315.0928277	0.431375407
806	315.2534118	3.788081
807	316.8752386	0.372796577
808	316.9473533	0.360932243
809	316.9471601	3.616039167
810	317.113584	2.57485175
811	317.2115287	3.89005865
812	317.232673	4.501762867
813	317.9505845	0.360644687
814	318.2150244	3.883860267
815	318.8087647	0.389285373
816	318.8574641	2.7235756
817	319.2272689	4.06636255
818	320.2305826	4.065992567
819	320.8059591	0.38878937
820	320.8857586	0.20206602
821	321.0042998	2.794410567
822	321.0174693	2.176083933
823	321.2339838	4.065878067
824	321.2428892	4.094668483
825	322.246247	4.0945274
826	322.8924654	0.379804967
827	322.9128996	0.3693572
828	323.0014965	2.791939367
829	323.1082021	3.386201233
830	324.7619053	0.436794455
831	324.8896334	0.380465053
832	325.1835786	5.1115971
833	325.2014081	3.138104833
834	325.2378971	4.688454133
835	325.2379039	4.0371729
836	326.1239731	2.014650533
837	326.2331074	4.9840605
838	326.7589561	0.437464028
839	326.9039986	0.350085363
840	327.0006327	2.531730633
841	327.02317	0.85591868
842	327.0913068	1.9680283
843	327.1263344	4.529598567
844	327.2171358	3.1772681
845	327.2324274	4.544999317
846	327.2535301	4.983774867
847	328.0613692	2.470347667
848	328.1508965	2.204933133
849	328.755984	0.436848643
850	328.8035064	0.449490138
851	328.8376591	0.386575245
852	329.03879	0.51284007
853	329.0613913	3.118943133
854	329.1519928	3.444248067
855	329.2328699	3.032834333
856	330.0421116	0.51559771
857	330.2029144	2.3801163
858	330.2361761	3.031988517
859	330.7530234	0.43689615
860	330.8005558	0.45007561
861	330.8348369	0.387234952
862	330.9494709	0.435820997
863	331.0369587	0.514160897
864	331.0907626	2.354649367
865	331.1294229	2.732483017
866	331.1491519	3.4433639
867	332.095795	2.063354867
868	332.1327616	2.7404551
869	332.797624	0.456104633
870	332.9214342	0.36156465
871	332.9463854	0.435285622
872	333.0177222	2.5311014
873	333.2042709	3.874336933
874	333.2066167	3.4345314
875	334.2100272	3.434432533
876	334.7907122	0.41827627
877	334.9195049	0.361679155
878	335.0470944	0.599381107
879	335.1107724	3.444203733
880	335.2224092	3.5680055
881	336.0502929	0.589383267
882	336.2256946	3.568076467
883	336.7878646	0.418958648
884	337.2378297	3.538440933
885	338.2697269	4.5260961
886	338.7847567	0.41825023
887	338.8662957	0.380276343
888	339.056858	2.151761383
889	339.1806379	3.444874167
890	339.2146809	4.505212333
891	339.2534332	4.1427103
892	340.2180815	4.502144
893	340.7357358	0.434241317
894	340.7818839	0.416022333
895	340.9456174	0.330835623
896	340.9781337	0.427636778
897	341.2327669	3.95090255
898	341.2690721	4.3058637
899	341.9110849	0.451623317
900	341.9987999	0.5429133
901	342.2644888	4.305576683
902	342.7328482	0.437640043
903	342.975235	0.423078887
904	343.2272501	3.998998783
905	343.994504	0.542609332
906	343.9945453	2.463669183
907	343.994523	2.7819488
908	343.9945247	0.980476603
909	343.9945591	1.78269795
910	343.9945597	2.058575367
911	343.9945513	1.440625867
912	344.2305633	3.999019433
913	344.7299469	0.438208467
914	344.7773132	0.447871057
915	344.8195065	0.390283133
916	344.9979109	0.556153503
917	345.2340975	4.003112467
918	345.242904	4.066053583
919	346.0551171	0.581954738
920	346.2462537	4.065976033
921	346.7270645	0.439131543
922	346.774446	0.455748157
923	346.8166224	0.390278198
924	346.9233553	0.435998377
925	347.2584706	4.2097902
926	347.9743998	5.147955967
927	348.8137648	0.390181127
928	348.8951646	0.365166145
929	348.9204573	0.436087557
930	348.9706361	5.145217
931	349.0414998	0.513348097
932	350.2098268	3.196382133
933	350.7646541	0.41580588
934	351.0205769	0.500658633
935	351.0384449	0.519694707
936	351.1340961	3.443622
937	351.2171885	3.48181325
938	351.2171842	3.157470967
939	352.7617437	0.413648743
940	352.9116041	0.378530417
941	353.0082575	0.429253625
942	353.1419993	4.595800183
943	353.1632351	4.898333833
944	353.2327991	3.3322467
945	354.7589249	0.417111653
946	354.8484342	0.388802627
947	354.9627864	0.465879257
948	355.0050805	0.421841663
949	355.1576227	4.898333833
950	355.2039967	4.07550305
951	356.1616523	4.898245517
952	356.8455252	0.38851418
953	356.9234709	0.332228677
954	357.029006	0.517605013
955	357.0927299	3.444493367
956	357.1351694	4.401733183
957	357.2066145	3.488476817
958	358.1384934	4.401518667
959	358.7069288	0.43657275
960	358.8426136	0.388286173
961	358.8606435	0.381048053
962	358.9209437	0.33249841
963	359.0476524	0.647246478
964	359.124402	2.5913853
965	359.1419172	4.401522183
966	359.2223919	3.501021067
967	360.0508908	0.650859537
968	360.2256651	3.494741833
969	360.2387577	2.9931975
970	360.7041355	0.43757693
971	360.7936609	0.390145917
972	361.1628743	3.444015933
973	361.2379057	3.530582567
974	362.050462	1.907689133
975	362.1661256	3.444059117
976	362.2413673	3.539391417
977	362.7907683	0.389899752
978	362.9404749	0.35169925
979	363.0285232	2.3513625
980	363.0370925	0.406919265
981	363.1193482	2.278488867
982	363.2148257	3.9414217
983	363.2535943	4.0754772
984	363.2535131	3.664160333
985	364.7876733	0.39089808
986	364.8771521	0.38120221
987	364.9379199	0.351121893
988	365.1349787	1.9835794
989	365.1961372	3.118595033
990	365.2093532	3.032300433
991	365.2325825	4.0840837
992	365.2303137	4.468571233
993	365.269071	4.2002548
994	365.8808089	0.377082285
995	366.2361225	4.075565367
996	366.8741762	0.38083976
997	367.104697	0.426344607
998	367.1576459	4.76812515
999	367.2119766	3.0706885
1000	367.2459609	4.8886762
1001	368.2152586	3.072200367
1002	368.7357248	0.400281777
1003	368.8712529	0.380465053
1004	368.8892444	0.377553993
1005	369.1732756	5.135790933
1006	369.2275633	3.042373033
1007	370.2310446	2.96484995
1008	370.8223363	0.3881606
1009	371.023444	0.509237978
1010	371.1987143	3.559461733
1011	372.0267892	0.499469075
1012	372.8194581	0.388413497
1013	372.9008015	0.323839407
1014	373.0203672	0.51421648
1015	373.9042273	0.330587527
1016	374.1315522	4.8987879
1017	374.8165767	0.38855772
1018	374.9059486	0.378361247
1019	375.2170282	3.129951467
