	origin	Formula	Neutral_mass	mz	md	inclusion
HMDB34301	Food	C5H11N	85.08914936	84.08187276	0.08187276	n
HMDB33875	Food	C4H6S	86.01902088	85.01174428	0.01174428	n
HMDB33922	Food	C4H6S	86.01902088	85.01174428	0.01174428	n
HMDB33977	Food	C4H6O2	86.03677944	85.02950284	0.02950284	n
HMDB06478	Food	C5H10O	86.07316494	85.06588834	0.06588834	n
HMDB33854	Food	C5H10O	86.07316494	85.06588834	0.06588834	n
HMDB34235	Food	C5H10O	86.07316494	85.06588834	0.06588834	n
HMDB34465	Food	C5H10O	86.07316494	85.06588834	0.06588834	n
HMDB39779	Food	C5H10O	86.07316494	85.06588834	0.06588834	n
HMDB39426	Food	C3H5NO2	87.03202841	86.02475181	0.02475181	n
HMDB33870	Food	C4H9NO	87.06841392	86.06113732	0.06113732	n
HMDB40261	Food	C3H4O3	88.01604399	87.00876739	0.00876739	n
HMDB39807	Food	C4H8S	88.03467095	87.02739435	0.02739435	n
HMDB40253	Food	C4H8O2	88.0524295	87.0451529	0.0451529	n
HMDB40579	Food	C4H8O2	88.0524295	87.0451529	0.0451529	n
HMDB31599	Food	C5H12O	88.08881501	87.08153841	0.08153841	n
HMDB33772	Food	C5H12O	88.08881501	87.08153841	0.08153841	n
HMDB33777	Food	C5H12O	88.08881501	87.08153841	0.08153841	n
HMDB40346	Food	C3H6OS	90.0139355	89.0066589	0.0066589	n
HMDB40576	Food	C4H10S	90.05032101	89.04304441	0.04304441	n
HMDB34168	Food	C7H8	92.06260026	91.05532366	0.05532366	n
HMDB33112	Food	C5H6N2	94.0530982	93.0458216	0.0458216	n
HMDB36057	Food	C5H5NO	95.03711379	94.02983719	0.02983719	n
HMDB32973	Food	C6H9N	95.07349929	94.06622269	0.06622269	n
HMDB32914	Food	C5H4O2	96.02112937	95.01385277	0.01385277	n
HMDB32965	Food	C6H8O	96.05751488	95.05023828	0.05023828	n
HMDB33182	Food	C6H8O	96.05751488	95.05023828	0.05023828	n
HMDB34729	Food	C6H8O	96.05751488	95.05023828	0.05023828	n
HMDB40587	Food	C6H8O	96.05751488	95.05023828	0.05023828	n
HMDB40588	Food	C6H8O	96.05751488	95.05023828	0.05023828	n
HMDB32968	Food	C5H7NO	97.05276385	96.04548725	0.04548725	n
HMDB32969	Food	C5H7NO	97.05276385	96.04548725	0.04548725	n
HMDB32970	Food	C5H7NO	97.05276385	96.04548725	0.04548725	n
HMDB33118	Food	C5H6S	98.01902088	97.01174428	0.01174428	n
HMDB33119	Food	C5H6S	98.01902088	97.01174428	0.01174428	n
HMDB40145	Food	C5H6O2	98.03677944	97.02950284	0.02950284	n
HMDB33549	Food	C6H10O	98.07316494	97.06588834	0.06588834	n
HMDB35239	Food	C6H10O	98.07316494	97.06588834	0.06588834	n
HMDB40264	Food	C6H10O	98.07316494	97.06588834	0.06588834	n
HMDB40271	Food	C6H10O	98.07316494	97.06588834	0.06588834	n
HMDB37787	Food	C5H10N2	98.08439833	97.07712173	0.07712173	n
HMDB33116	Food	C4H5NS	99.01426986	98.00699326	0.00699326	n
HMDB33117	Food	C4H5NS	99.01426986	98.00699326	0.00699326	n
HMDB38624	Food	C4H5NS	99.01426986	98.00699326	0.00699326	n
HMDB34587	Food	C5H9NO	99.06841392	98.06113732	0.06113732	n
HMDB40518	Food	C5H9NO	99.06841392	98.06113732	0.06113732	n
HMDB33564	Food	C5H8S	100.0346709	99.0273943	0.0273943	n
HMDB33565	Food	C5H8S	100.0346709	99.0273943	0.0273943	n
HMDB31178	Food	C5H8O2	100.0524295	99.0451529	0.0451529	n
HMDB33840	Food	C5H8O2	100.0524295	99.0451529	0.0451529	n
HMDB33978	Food	C5H8O2	100.0524295	99.0451529	0.0451529	n
HMDB35143	Food	C5H8O2	100.0524295	99.0451529	0.0451529	n
HMDB33952	Food	C4H8N2O	100.0636629	99.0563863	0.0563863	n
HMDB38892	Food	C5H10S	102.050321	101.0430444	0.0430444	n
HMDB39771	Food	C5H10S	102.050321	101.0430444	0.0430444	n
HMDB40347	Food	C5H10S	102.050321	101.0430444	0.0430444	n
HMDB31175	Food	C5H10O2	102.0680796	101.060803	0.060803	n
HMDB31516	Food	C5H10O2	102.0680796	101.060803	0.060803	n
HMDB39799	Food	C5H10O2	102.0680796	101.060803	0.060803	n
HMDB40575	Food	C5H10O2	102.0680796	101.060803	0.060803	n
HMDB33676	Food	C6H14O	102.1044651	101.0971885	0.0971885	n
HMDB38394	Food	C4H9NO2	103.0633285	102.0560519	0.0560519	n
HMDB31982	Food	C4H8OS	104.0295856	103.022309	0.022309	n
HMDB40170	Food	C4H8OS	104.0295856	103.022309	0.022309	n
HMDB41015	Food	C4H8OS	104.0295856	103.022309	0.022309	n
HMDB34240	Food	C8H8	104.0626003	103.0553237	0.0553237	n
HMDB33902	Food	C5H12S	104.0659711	103.0586945	0.0586945	n
HMDB35418	Food	C5H12S	104.0659711	103.0586945	0.0586945	n
HMDB36180	Food	C5H12S	104.0659711	103.0586945	0.0586945	n
HMDB41010	Food	C5H12S	104.0659711	103.0586945	0.0586945	n
HMDB41604	Food	C3H6O2S	106.0088501	105.0015735	0.0015735	n
HMDB40185	Food	C4H10OS	106.0452356	105.037959	0.037959	n
HMDB41475	Food	C4H10OS	106.0452356	105.037959	0.037959	n
HMDB34778	Food	C4H10O3	106.0629942	105.0557176	0.0557176	n
HMDB32972	Food	C7H9N	107.0734993	106.0662227	0.0662227	n
HMDB33871	Food	C7H9N	107.0734993	106.0662227	0.0662227	n
HMDB34260	Food	C3H8O4	108.0422587	107.0349821	0.0349821	n
HMDB33895	Food	C7H8O	108.0575149	107.0502383	0.0502383	n
HMDB32971	Food	C6H8N2	108.0687483	107.0614717	0.0614717	n
HMDB35248	Food	C6H8N2	108.0687483	107.0614717	0.0614717	n
HMDB35289	Food	C6H8N2	108.0687483	107.0614717	0.0614717	n
HMDB35882	Food	C6H7NO	109.0527639	108.0454873	0.0454873	n
HMDB40582	Food	C6H7NO	109.0527639	108.0454873	0.0454873	n
HMDB33746	Food	C6H6S	110.0190209	109.0117443	0.0117443	n
HMDB33002	Food	C6H6O2	110.0367794	109.0295028	0.0295028	n
HMDB33127	Food	C6H6O2	110.0367794	109.0295028	0.0295028	n
HMDB33156	Food	C5H6N2O	110.0480128	109.0407362	0.0407362	n
HMDB40277	Food	C7H10O	110.0731649	109.0658883	0.0658883	n
HMDB40278	Food	C7H10O	110.0731649	109.0658883	0.0658883	n
HMDB40966	Food	C8H14	110.1095504	109.1022738	0.1022738	n
HMDB38175	Food	C5H5NO2	111.0320284	110.0247518	0.0247518	n
HMDB37837	Food	C6H9NO	111.0684139	110.0611373	0.0611373	n
HMDB37838	Food	C6H9NO	111.0684139	110.0611373	0.0611373	n
HMDB37858	Food	C6H9NO	111.0684139	110.0611373	0.0611373	n
HMDB37859	Food	C6H9NO	111.0684139	110.0611373	0.0611373	n
HMDB37863	Food	C6H9NO	111.0684139	110.0611373	0.0611373	n
HMDB39584	Food	C6H9NO	111.0684139	110.0611373	0.0611373	n
HMDB40148	Food	C6H9NO	111.0684139	110.0611373	0.0611373	n
HMDB32994	Food	C5H4O3	112.016044	111.0087674	0.0087674	n
HMDB39437	Food	C5H4O3	112.016044	111.0087674	0.0087674	n
HMDB32977	Food	C6H8S	112.0346709	111.0273943	0.0273943	n
HMDB32978	Food	C6H8S	112.0346709	111.0273943	0.0273943	n
HMDB32979	Food	C6H8S	112.0346709	111.0273943	0.0273943	n
HMDB32980	Food	C6H8S	112.0346709	111.0273943	0.0273943	n
HMDB35384	Food	C6H8S	112.0346709	111.0273943	0.0273943	n
HMDB35385	Food	C6H8S	112.0346709	111.0273943	0.0273943	n
HMDB33569	Food	C6H8O2	112.0524295	111.0451529	0.0451529	n
HMDB34247	Food	C6H8O2	112.0524295	111.0451529	0.0451529	n
HMDB39778	Food	C6H8O2	112.0524295	111.0451529	0.0451529	n
HMDB40260	Food	C6H8O2	112.0524295	111.0451529	0.0451529	n
HMDB31487	Food	C7H12O	112.088815	111.0815384	0.0815384	n
HMDB33667	Food	C7H12O	112.088815	111.0815384	0.0815384	n
HMDB33827	Food	C7H12O	112.088815	111.0815384	0.0815384	n
HMDB34372	Food	C7H12O	112.088815	111.0815384	0.0815384	n
HMDB32974	Food	C5H7NS	113.0299199	112.0226433	0.0226433	n
HMDB32975	Food	C5H7NS	113.0299199	112.0226433	0.0226433	n
HMDB32976	Food	C5H7NS	113.0299199	112.0226433	0.0226433	n
HMDB33867	Food	C5H7NS	113.0299199	112.0226433	0.0226433	n
HMDB38460	Food	C5H7NS	113.0299199	112.0226433	0.0226433	n
HMDB40036	Food	C5H7NS	113.0299199	112.0226433	0.0226433	n
HMDB37293	Food	C6H11NO	113.084064	112.0767874	0.0767874	n
HMDB32915	Food	C5H6OS	114.0139355	113.0066589	0.0066589	n
HMDB32993	Food	C5H6OS	114.0139355	113.0066589	0.0066589	n
HMDB36611	Food	C5H6OS	114.0139355	113.0066589	0.0066589	n
HMDB39798	Food	C5H6OS	114.0139355	113.0066589	0.0066589	n
HMDB41504	Food	C5H6OS	114.0139355	113.0066589	0.0066589	n
HMDB36491	Food	C6H10S	114.050321	113.0430444	0.0430444	n
HMDB40234	Food	C6H10S	114.050321	113.0430444	0.0430444	n
HMDB31501	Food	C6H10O2	114.0680796	113.060803	0.060803	n
HMDB33568	Food	C6H10O2	114.0680796	113.060803	0.060803	n
HMDB38052	Food	C7H14O	114.1044651	113.0971885	0.0971885	n
HMDB40191	Food	C7H14O	114.1044651	113.0971885	0.0971885	n
HMDB37617	Food	C8H18	114.1408506	113.133574	0.133574	n
HMDB40331	Food	C5H9NS	115.04557	114.0382934	0.0382934	n
HMDB34208	Food	C5H9NO2	115.0633285	114.0560519	0.0560519	n
HMDB34203	Food	C6H13NO	115.099714	114.0924374	0.0924374	n
HMDB38556	Food	C5H8OS	116.0295856	115.022309	0.022309	n
HMDB40150	Food	C5H8OS	116.0295856	115.022309	0.022309	n
HMDB40258	Food	C5H8OS	116.0295856	115.022309	0.022309	n
HMDB40580	Food	C5H8OS	116.0295856	115.022309	0.022309	n
HMDB34466	Food	C5H8O3	116.0473441	115.0400675	0.0400675	n
HMDB40244	Food	C6H12S	116.0659711	115.0586945	0.0586945	n
HMDB34163	Food	C6H12O2	116.0837296	115.076453	0.076453	n
HMDB37266	Food	C6H12O2	116.0837296	115.076453	0.076453	n
HMDB40279	Food	C6H12O2	116.0837296	115.076453	0.076453	n
HMDB40327	Food	C6H12O2	116.0837296	115.076453	0.076453	n
HMDB31481	Food	C7H16O	116.1201151	115.1128385	0.1128385	n
HMDB34171	Food	C8H7N	117.0578492	116.0505726	0.0505726	n
HMDB00883	Food	C5H11NO2	117.0789786	116.071702	0.071702	n
HMDB33971	Food	C6H15NO	117.1153641	116.1080875	0.1080875	n
HMDB39786	Food	C4H6O2S	118.0088501	117.0015735	0.0015735	n
HMDB39324	Food	C4H6O4	118.0266087	117.0193321	0.0193321	n
HMDB33856	Food	C5H10OS	118.0452356	117.037959	0.037959	n
HMDB34896	Food	C5H10OS	118.0452356	117.037959	0.037959	n
HMDB35171	Food	C5H10OS	118.0452356	117.037959	0.037959	n
HMDB35244	Food	C5H10OS	118.0452356	117.037959	0.037959	n
HMDB36138	Food	C5H10OS	118.0452356	117.037959	0.037959	n
HMDB37193	Food	C5H10OS	118.0452356	117.037959	0.037959	n
HMDB37474	Food	C5H10OS	118.0452356	117.037959	0.037959	n
HMDB39826	Food	C5H10OS	118.0452356	117.037959	0.037959	n
HMDB41491	Food	C5H10OS	118.0452356	117.037959	0.037959	n
HMDB41558	Food	C5H10OS	118.0452356	117.037959	0.037959	n
HMDB33576	Food	C7H6N2	118.0530982	117.0458216	0.0458216	n
HMDB40040	Food	C7H6N2	118.0530982	117.0458216	0.0458216	n
HMDB40735	Food	C5H10O3	118.0629942	117.0557176	0.0557176	n
HMDB39806	Food	C6H14S	118.0816211	117.0743445	0.0743445	n
HMDB34259	Food	C3H5NO4	119.0218577	118.0145811	0.0145811	n
HMDB02649	Food	C4H8O4	120.0422587	119.0349821	0.0349821	n
HMDB36149	Food	C5H12OS	120.0608857	119.0536091	0.0536091	n
HMDB39781	Food	C5H12OS	120.0608857	119.0536091	0.0536091	n
HMDB41476	Food	C5H12OS	120.0608857	119.0536091	0.0536091	n
HMDB41562	Food	C5H12OS	120.0608857	119.0536091	0.0536091	n
HMDB37134	Food	C7H8N2	120.0687483	119.0614717	0.0614717	n
HMDB37282	Food	C7H8N2	120.0687483	119.0614717	0.0614717	n
HMDB39989	Food	C7H8N2	120.0687483	119.0614717	0.0614717	n
HMDB40124	Food	C7H8N2	120.0687483	119.0614717	0.0614717	n
HMDB34029	Food	C9H12	120.0939004	119.0866238	0.0866238	n
HMDB40458	Food	C9H12	120.0939004	119.0866238	0.0866238	n
HMDB33131	Food	C7H7NO	121.0527639	120.0454873	0.0454873	n
HMDB35281	Food	C7H7NO	121.0527639	120.0454873	0.0454873	n
HMDB40041	Food	C8H11N	121.0891494	120.0818728	0.0818728	n
HMDB33552	Food	C4H10S2	122.0223917	121.0151151	0.0151151	n
HMDB41492	Food	C4H10S2	122.0223917	121.0151151	0.0151151	n
HMDB01870	Food	C7H6O2	122.0367794	121.0295028	0.0295028	n
HMDB32918	Food	C7H6O2	122.0367794	121.0295028	0.0295028	n
HMDB34170	Food	C7H6O2	122.0367794	121.0295028	0.0295028	n
HMDB33944	Food	C8H10O	122.0731649	121.0658883	0.0658883	n
HMDB41609	Food	C8H10O	122.0731649	121.0658883	0.0658883	n
HMDB41254	Food	C7H10N2	122.0843983	121.0771217	0.0771217	n
HMDB41568	Food	C7H10N2	122.0843983	121.0771217	0.0771217	n
HMDB41569	Food	C7H10N2	122.0843983	121.0771217	0.0771217	n
HMDB41570	Food	C7H10N2	122.0843983	121.0771217	0.0771217	n
HMDB41571	Food	C7H10N2	122.0843983	121.0771217	0.0771217	n
HMDB41799	Food	C7H10N2	122.0843983	121.0771217	0.0771217	n
HMDB38140	Food	C9H14	122.1095504	121.1022738	0.1022738	n
HMDB36058	Food	C7H9NO	123.0684139	122.0611373	0.0611373	n
HMDB40360	Food	C7H9NO	123.0684139	122.0611373	0.0611373	n
HMDB33365	Food	C8H13N	123.1047994	122.0975228	0.0975228	n
HMDB34448	Food	C7H8S	124.0346709	123.0273943	0.0273943	n
HMDB32917	Food	C7H8O2	124.0524295	123.0451529	0.0451529	n
HMDB34877	Food	C7H8O2	124.0524295	123.0451529	0.0451529	n
HMDB35226	Food	C7H8O2	124.0524295	123.0451529	0.0451529	n
HMDB40280	Food	C7H8O2	124.0524295	123.0451529	0.0451529	n
HMDB40141	Food	C6H8N2O	124.0636629	123.0563863	0.0563863	n
HMDB40143	Food	C6H8N2O	124.0636629	123.0563863	0.0563863	n
HMDB33238	Food	C8H12O	124.088815	123.0815384	0.0815384	n
HMDB39844	Food	C8H12O	124.088815	123.0815384	0.0815384	n
HMDB40246	Food	C8H12O	124.088815	123.0815384	0.0815384	n
HMDB40272	Food	C8H12O	124.088815	123.0815384	0.0815384	n
HMDB37777	Food	C9H16	124.1252005	123.1179239	0.1179239	n
HMDB41346	Food	C6H7NS	125.0299199	124.0226433	0.0226433	n
HMDB34883	Food	C7H11NO	125.084064	124.0767874	0.0767874	n
HMDB37853	Food	C7H11NO	125.084064	124.0767874	0.0767874	n
HMDB37854	Food	C7H11NO	125.084064	124.0767874	0.0767874	n
HMDB37860	Food	C7H11NO	125.084064	124.0767874	0.0767874	n
HMDB37861	Food	C7H11NO	125.084064	124.0767874	0.0767874	n
HMDB37865	Food	C7H11NO	125.084064	124.0767874	0.0767874	n
HMDB37866	Food	C7H11NO	125.084064	124.0767874	0.0767874	n
HMDB37867	Food	C7H11NO	125.084064	124.0767874	0.0767874	n
HMDB38288	Food	C7H11NO	125.084064	124.0767874	0.0767874	n
HMDB38289	Food	C7H11NO	125.084064	124.0767874	0.0767874	n
HMDB39583	Food	C7H11NO	125.084064	124.0767874	0.0767874	n
HMDB33133	Food	C6H6OS	126.0139355	125.0066589	0.0066589	n
HMDB33134	Food	C6H6OS	126.0139355	125.0066589	0.0066589	n
HMDB33152	Food	C5H6N2S	126.0251689	125.0178923	0.0178923	n
HMDB36186	Food	C5H6N2S	126.0251689	125.0178923	0.0178923	n
HMDB34355	Food	C6H6O3	126.0316941	125.0244175	0.0244175	n
HMDB33160	Food	C7H10S	126.050321	125.0430444	0.0430444	n
HMDB33629	Food	C7H10O2	126.0680796	125.060803	0.060803	n
HMDB34080	Food	C7H10O2	126.0680796	125.060803	0.060803	n
HMDB34835	Food	C7H10O2	126.0680796	125.060803	0.060803	n
HMDB37027	Food	C7H10O2	126.0680796	125.060803	0.060803	n
HMDB40445	Food	C7H10O2	126.0680796	125.060803	0.060803	n
HMDB41474	Food	C7H10O2	126.0680796	125.060803	0.060803	n
HMDB33547	Food	C8H14O	126.1044651	125.0971885	0.0971885	n
HMDB35242	Food	C8H14O	126.1044651	125.0971885	0.0971885	n
HMDB35390	Food	C8H14O	126.1044651	125.0971885	0.0971885	n
HMDB37152	Food	C8H14O	126.1044651	125.0971885	0.0971885	n
HMDB39769	Food	C8H14O	126.1044651	125.0971885	0.0971885	n
HMDB39770	Food	C8H14O	126.1044651	125.0971885	0.0971885	n
HMDB38191	Food	C9H18	126.1408506	125.133574	0.133574	n
HMDB32964	Food	C5H5NOS	127.0091845	126.0019079	0.0019079	n
HMDB34368	Food	C5H5NO3	127.026943	126.0196664	0.0196664	n
HMDB33155	Food	C6H9NS	127.04557	126.0382934	0.0382934	n
HMDB34300	Food	C6H9NS	127.04557	126.0382934	0.0382934	n
HMDB40062	Food	C6H9NS	127.04557	126.0382934	0.0382934	n
HMDB40096	Food	C6H9NS	127.04557	126.0382934	0.0382934	n
HMDB40030	Food	C7H13NO	127.099714	126.0924374	0.0924374	n
HMDB32916	Food	C6H8OS	128.0295856	127.022309	0.022309	n
HMDB36610	Food	C6H8OS	128.0295856	127.022309	0.022309	n
HMDB39586	Food	C6H8OS	128.0295856	127.022309	0.022309	n
HMDB39800	Food	C6H8OS	128.0295856	127.022309	0.022309	n
HMDB40197	Food	C6H8OS	128.0295856	127.022309	0.022309	n
HMDB41566	Food	C6H8OS	128.0295856	127.022309	0.022309	n
HMDB33285	Food	C6H8O3	128.0473441	127.0400675	0.0400675	n
HMDB33517	Food	C6H8O3	128.0473441	127.0400675	0.0400675	n
HMDB38072	Food	C6H8O3	128.0473441	127.0400675	0.0400675	n
HMDB40594	Food	C6H8O3	128.0473441	127.0400675	0.0400675	n
HMDB40732	Food	C6H8O3	128.0473441	127.0400675	0.0400675	n
HMDB31174	Food	C7H12O2	128.0837296	127.076453	0.076453	n
HMDB31681	Food	C7H12O2	128.0837296	127.076453	0.076453	n
HMDB38271	Food	C7H12O2	128.0837296	127.076453	0.076453	n
HMDB40214	Food	C7H12O2	128.0837296	127.076453	0.076453	n
HMDB31296	Food	C8H16O	128.1201151	127.1128385	0.1128385	n
HMDB35231	Food	C8H16O	128.1201151	127.1128385	0.1128385	n
HMDB33561	Food	C5H7NOS	129.0248345	128.0175579	0.0175579	n
HMDB37178	Food	C5H7NOS	129.0248345	128.0175579	0.0175579	n
HMDB41282	Food	C5H7NOS	129.0248345	128.0175579	0.0175579	n
HMDB33731	Food	C9H7N	129.0578492	128.0505726	0.0505726	n
HMDB38433	Food	C6H11NS	129.06122	128.0539434	0.0539434	n
HMDB38973	Food	C6H11NS	129.06122	128.0539434	0.0539434	n
HMDB33548	Food	C5H6O2S	130.0088501	129.0015735	0.0015735	n
HMDB37493	Food	C6H10OS	130.0452356	129.037959	0.037959	n
HMDB40238	Food	C6H10OS	130.0452356	129.037959	0.037959	n
HMDB33286	Food	C6H10O3	130.0629942	129.0557176	0.0557176	n
HMDB33302	Food	C6H10O3	130.0629942	129.0557176	0.0557176	n
HMDB33698	Food	C6H10O3	130.0629942	129.0557176	0.0557176	n
HMDB41602	Food	C6H10O3	130.0629942	129.0557176	0.0557176	n
HMDB32874	Food	C7H14O2	130.0993797	129.0921031	0.0921031	n
HMDB34166	Food	C7H14O2	130.0993797	129.0921031	0.0921031	n
HMDB34239	Food	C7H14O2	130.0993797	129.0921031	0.0921031	n
HMDB35238	Food	C7H14O2	130.0993797	129.0921031	0.0921031	n
HMDB36209	Food	C7H14O2	130.0993797	129.0921031	0.0921031	n
HMDB38227	Food	C7H14O2	130.0993797	129.0921031	0.0921031	n
HMDB39095	Food	C7H14O2	130.0993797	129.0921031	0.0921031	n
HMDB36166	Food	C8H18O	130.1357652	129.1284886	0.1284886	n
HMDB37791	Food	C8H18O	130.1357652	129.1284886	0.1284886	n
HMDB36576	Food	C5H9NO3	131.0582432	130.0509666	0.0509666	n
HMDB34236	Food	C9H9N	131.0734993	130.0662227	0.0662227	n
HMDB40058	Food	C6H13NS	131.0768701	130.0695935	0.0695935	n
HMDB33923	Food	C6H13NO2	131.0946287	130.0873521	0.0873521	n
HMDB36382	Food	C6H13NO2	131.0946287	130.0873521	0.0873521	n
HMDB33458	Food	C5H13N3O	131.1058621	130.0985855	0.0985855	n
HMDB29884	Food	C5H8O4	132.0422587	131.0349821	0.0349821	n
HMDB33958	Food	C5H8O4	132.0422587	131.0349821	0.0349821	n
HMDB40531	Food	C5H8O4	132.0422587	131.0349821	0.0349821	n
HMDB35176	Food	C6H12OS	132.0608857	131.0536091	0.0536091	n
HMDB39843	Food	C6H12OS	132.0608857	131.0536091	0.0536091	n
HMDB33171	Food	C8H8N2	132.0687483	131.0614717	0.0614717	n
HMDB33173	Food	C8H8N2	132.0687483	131.0614717	0.0614717	n
HMDB40409	Food	C6H12O3	132.0786443	131.0713677	0.0713677	n
HMDB39228	Food	C4H12N4O	132.101111	131.0938344	0.0938344	n
HMDB37636	Food	C7H16O2	132.1150298	131.1077532	0.1077532	n
HMDB34666	Food	C8H7NO	133.0527639	132.0454873	0.0454873	n
HMDB33172	Food	C7H7N3	133.0639972	132.0567206	0.0567206	n
HMDB32872	Food	C4H6O5	134.0215233	133.0142467	0.0142467	n
HMDB38974	Food	C5H10S2	134.0223917	133.0151151	0.0151151	n
HMDB39789	Food	C5H10S2	134.0223917	133.0151151	0.0151151	n
HMDB39790	Food	C5H10S2	134.0223917	133.0151151	0.0151151	n
HMDB40410	Food	C5H10O2S	134.0401503	133.0328737	0.0328737	n
HMDB33716	Food	C9H10O	134.0731649	133.0658883	0.0658883	n
HMDB34107	Food	C9H10O	134.0731649	133.0658883	0.0658883	n
HMDB36441	Food	C9H10O	134.0731649	133.0658883	0.0658883	n
HMDB34878	Food	C6H14OS	134.0765358	133.0692592	0.0692592	n
HMDB36194	Food	C6H14OS	134.0765358	133.0692592	0.0692592	n
HMDB40152	Food	C6H14OS	134.0765358	133.0692592	0.0692592	n
HMDB33154	Food	C8H10N2	134.0843983	133.0771217	0.0771217	n
HMDB34891	Food	C8H10N2	134.0843983	133.0771217	0.0771217	n
HMDB37148	Food	C8H10N2	134.0843983	133.0771217	0.0771217	n
HMDB37149	Food	C8H10N2	134.0843983	133.0771217	0.0771217	n
HMDB39990	Food	C8H10N2	134.0843983	133.0771217	0.0771217	n
HMDB39991	Food	C8H10N2	134.0843983	133.0771217	0.0771217	n
HMDB39992	Food	C8H10N2	134.0843983	133.0771217	0.0771217	n
HMDB39993	Food	C8H10N2	134.0843983	133.0771217	0.0771217	n
HMDB39994	Food	C8H10N2	134.0843983	133.0771217	0.0771217	n
HMDB39997	Food	C8H10N2	134.0843983	133.0771217	0.0771217	n
HMDB37050	Food	C10H14	134.1095504	133.1022738	0.1022738	n
HMDB37051	Food	C10H14	134.1095504	133.1022738	0.1022738	n
HMDB32930	Food	C7H5NS	135.0142699	134.0069933	0.0069933	n
HMDB32931	Food	C7H5NO2	135.0320284	134.0247518	0.0247518	n
HMDB02108	Food	C4H9NO2S	135.0353992	134.0281226	0.0281226	n
HMDB37071	Food	C8H9NO	135.0684139	134.0611373	0.0611373	n
HMDB37072	Food	C8H9NO	135.0684139	134.0611373	0.0611373	n
HMDB40008	Food	C8H9NO	135.0684139	134.0611373	0.0611373	n
HMDB40013	Food	C8H9NO	135.0684139	134.0611373	0.0611373	n
HMDB40222	Food	C8H9NO	135.0684139	134.0611373	0.0611373	n
HMDB40223	Food	C8H9NO	135.0684139	134.0611373	0.0611373	n
HMDB40224	Food	C8H9NO	135.0684139	134.0611373	0.0611373	n
HMDB32934	Food	C9H13N	135.1047994	134.0975228	0.0975228	n
HMDB37287	Food	C9H13N	135.1047994	134.0975228	0.0975228	n
HMDB37291	Food	C9H13N	135.1047994	134.0975228	0.0975228	n
HMDB33053	Food	C5H12S2	136.0380418	135.0307652	0.0307652	n
HMDB33054	Food	C5H12S2	136.0380418	135.0307652	0.0307652	n
HMDB33128	Food	C8H8O2	136.0524295	135.0451529	0.0451529	n
HMDB33766	Food	C8H8O2	136.0524295	135.0451529	0.0451529	n
HMDB33968	Food	C8H8O2	136.0524295	135.0451529	0.0451529	n
HMDB38176	Food	C8H8O2	136.0524295	135.0451529	0.0451529	n
HMDB40638	Food	C8H8O2	136.0524295	135.0451529	0.0451529	n
HMDB40733	Food	C8H8O2	136.0524295	135.0451529	0.0451529	n
HMDB33947	Food	C7H8N2O	136.0636629	135.0563863	0.0563863	n
HMDB37819	Food	C7H8N2O	136.0636629	135.0563863	0.0563863	n
HMDB33919	Food	C5H12O4	136.0735589	135.0662823	0.0662823	n
HMDB41486	Food	C5H12O4	136.0735589	135.0662823	0.0662823	n
HMDB33962	Food	C9H12O	136.088815	135.0815384	0.0815384	n
HMDB34378	Food	C9H12O	136.088815	135.0815384	0.0815384	n
HMDB38984	Food	C9H12O	136.088815	135.0815384	0.0815384	n
HMDB38985	Food	C9H12O	136.088815	135.0815384	0.0815384	n
HMDB38986	Food	C9H12O	136.088815	135.0815384	0.0815384	n
HMDB38987	Food	C9H12O	136.088815	135.0815384	0.0815384	n
HMDB38988	Food	C9H12O	136.088815	135.0815384	0.0815384	n
HMDB39782	Food	C9H12O	136.088815	135.0815384	0.0815384	n
HMDB32276	Food	C8H12N2	136.1000484	135.0927718	0.0927718	n
HMDB36584	Food	C8H12N2	136.1000484	135.0927718	0.0927718	n
HMDB36808	Food	C8H12N2	136.1000484	135.0927718	0.0927718	n
HMDB36809	Food	C8H12N2	136.1000484	135.0927718	0.0927718	n
HMDB37151	Food	C8H12N2	136.1000484	135.0927718	0.0927718	n
HMDB40000	Food	C8H12N2	136.1000484	135.0927718	0.0927718	n
HMDB40299	Food	C8H12N2	136.1000484	135.0927718	0.0927718	n
HMDB41252	Food	C8H12N2	136.1000484	135.0927718	0.0927718	n
HMDB41253	Food	C8H12N2	136.1000484	135.0927718	0.0927718	n
HMDB04321	Food	C10H16	136.1252005	135.1179239	0.1179239	n
HMDB05806	Food	C10H16	136.1252005	135.1179239	0.1179239	n
HMDB36997	Food	C10H16	136.1252005	135.1179239	0.1179239	n
HMDB38121	Food	C10H16	136.1252005	135.1179239	0.1179239	n
